"Row ID","Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name","segment","Postal Code","city","state","country","Product ID","Product Name","Sub-Category","category","sales","quantity","discount","profit","Shipping Cost","Order Priority","Month (name)"
"2950","US-2016-LD168555-42485","2016-04-25","2016-04-25","Same Day","LD-168555","Lela Donovan","Corporate",,"San Justo","Santa Fe","Argentina","OFF-BI-6402","Wilson Jones Index Tab, Clear","Binders","Office Supplies",2364,2,0.7,-3956,1.375,"High","April"
"50709","IR-2016-CK259560-42485","2016-04-25","2016-04-29","Standard Class","CK-259560","Clytie Kelty","Consumer",,"Hamadan","Hamadan","Iran","OFF-AR-5924","Sanford Pens, Blue","Art","Office Supplies",111,1,0,264,1.53,"High","April"
"50710","IR-2016-CK259560-42485","2016-04-25","2016-04-29","Standard Class","CK-259560","Clytie Kelty","Consumer",,"Hamadan","Hamadan","Iran","OFF-BI-2883","Acco 3-Hole Punch, Economy","Binders","Office Supplies",3012,1,0,57,2.76,"High","April"
"50711","IR-2016-CK259560-42485","2016-04-25","2016-04-29","Standard Class","CK-259560","Clytie Kelty","Consumer",,"Hamadan","Hamadan","Iran","OFF-AP-3566","Breville Coffee Grinder, Black","Appliances","Office Supplies",36774,6,0,1287,54.35,"High","April"
"50714","IR-2016-CK259560-42485","2016-04-25","2016-04-29","Standard Class","CK-259560","Clytie Kelty","Consumer",,"Hamadan","Hamadan","Iran","OFF-BI-2882","Acco 3-Hole Punch, Durable","Binders","Office Supplies",3162,1,0,1296,3.9,"High","April"
"2948","US-2016-LD168555-42485","2016-04-25","2016-04-25","Same Day","LD-168555","Lela Donovan","Corporate",,"San Justo","Santa Fe","Argentina","FUR-FU-6236","Tenex Clock, Black","Furnishings","Furniture",1005,5,0.4,-235,9.13,"High","April"
"25954","IN-2016-HA149207-42486","2016-04-26","2016-05-01","Standard Class","HA-149207","Helen Andreada","Consumer",,"Gold Coast","Queensland","Australia","OFF-LA-4637","Hon Color Coded Labels, 5000 Label Set","Labels","Office Supplies",2376,2,0.1,576,1.62,"Medium","April"
"25953","IN-2016-HA149207-42486","2016-04-26","2016-05-01","Standard Class","HA-149207","Helen Andreada","Consumer",,"Gold Coast","Queensland","Australia","TEC-AC-3379","Belkin Flash Drive, Erganomic","Accessories","Technology",107325,3,0.1,9495,6.43,"Medium","April"
"42400","AG-2016-CM21603-42486","2016-04-26","2016-05-01","Standard Class","CM-21603","Charles McCrossin","Consumer",,"Algiers","Alger","Algeria","OFF-SU-4993","Kleencut Trimmer, Easy Grip","Supplies","Office Supplies",4305,1,0,1032,1.28,"Medium","April"
"46165","LY-2016-JC538574-42489","2016-04-29","2016-05-03","Second Class","JC-538574","Jenna Caffey","Consumer",,"Al Khums","Al Marqab","Libya","OFF-FA-6196","Stockwell Push Pins, Metal","Fasteners","Office Supplies",141,1,0,84,2.34,"High","April"
"22118","IN-2016-LS172307-42490","2016-04-30","2016-05-06","Standard Class","LS-172307","Lycoris Saunders","Consumer",,"Forster","New South Wales","Australia","OFF-PA-6600","Xerox Cards & Envelopes, 8.5 x 11","Paper","Office Supplies",88398,2,0.1,24498,6.75,"Medium","April"
"22119","IN-2016-LS172307-42490","2016-04-30","2016-05-06","Standard Class","LS-172307","Lycoris Saunders","Consumer",,"Forster","New South Wales","Australia","TEC-AC-5102","Logitech Flash Drive, USB","Accessories","Technology",165888,6,0.1,58968,10.99,"Medium","April"
"21314","ID-2016-CR127307-42491","2016-05-01","2016-05-05","Standard Class","CR-127307","Craig Reiter","Consumer",,"Brisbane","Queensland","Australia","OFF-LA-3317","Avery Round Labels, Laser Printer Compatible","Labels","Office Supplies",3213,5,0.1,963,1.31,"Medium","Mei"
"49266","AG-2016-AH100753-42491","2016-05-01","2016-05-03","First Class","AH-100753","Adam Hart","Corporate",,"Oran","Oran","Algeria","OFF-BI-2882","Acco 3-Hole Punch, Durable","Binders","Office Supplies",6324,2,0,2592,12.98,"High","Mei"
"49265","AG-2016-AH100753-42491","2016-05-01","2016-05-03","First Class","AH-100753","Adam Hart","Corporate",,"Oran","Oran","Algeria","OFF-AR-3552","Boston Sketch Pad, Blue","Art","Office Supplies",486,1,0,2088,10.94,"High","Mei"
"8951","US-2016-CY127455-42491","2016-05-01","2016-05-02","First Class","CY-127455","Craig Yedwab","Corporate",,"Buenos Aires","Buenos Aires","Argentina","OFF-ST-6067","Smead Trays, Single Width","Storage","Office Supplies",9702,5,0.4,-488,15.335,"Medium","Mei"
"8952","US-2016-CY127455-42491","2016-05-01","2016-05-02","First Class","CY-127455","Craig Yedwab","Corporate",,"Buenos Aires","Buenos Aires","Argentina","OFF-EN-3666","Cameo Mailers, Security-Tint","Envelopes","Office Supplies",32448,2,0.4,-3792,1.817,"Medium","Mei"
"45859","CA-2016-MG820523-42491","2016-05-01","2016-05-03","First Class","MG-820523","Mitch Gastineau","Corporate",,"Regina","Saskatchewan","Canada","OFF-AR-3498","Binney & Smith Pens, Water Color","Art","Office Supplies",1512,1,0,543,3.01,"Medium","Mei"
"21313","ID-2016-CR127307-42491","2016-05-01","2016-05-05","Standard Class","CR-127307","Craig Reiter","Consumer",,"Brisbane","Queensland","Australia","OFF-AR-3463","BIC Pencil Sharpener, Water Color","Art","Office Supplies",86913,3,0.1,-4887,11.79,"Medium","Mei"
"21315","ID-2016-CR127307-42491","2016-05-01","2016-05-05","Standard Class","CR-127307","Craig Reiter","Consumer",,"Brisbane","Queensland","Australia","OFF-SU-6177","Stiletto Shears, High Speed","Supplies","Office Supplies",173124,4,0.1,53844,17.59,"Medium","Mei"
"47727","IZ-2016-CS250561-42491","2016-05-01","2016-05-07","Standard Class","CS-250561","Cindy Stewart","Consumer",,"Baghdad","Baghdad","Iraq","OFF-AR-3471","BIC Sketch Pad, Water Color","Art","Office Supplies",5184,1,0,777,5.5,"Medium","Mei"
"47683","CA-2016-LS694523-42491","2016-05-01","2016-05-04","First Class","LS-694523","Linda Southworth","Corporate",,"Calgary","Alberta","Canada","TEC-AC-3385","Belkin Keyboard, Erganomic","Accessories","Technology",8169,1,0,489,25.73,"Critical","Mei"
"47684","CA-2016-LS694523-42491","2016-05-01","2016-05-04","First Class","LS-694523","Linda Southworth","Corporate",,"Calgary","Alberta","Canada","OFF-AR-6120","Stanley Pencil Sharpener, Water Color","Art","Office Supplies",11184,4,0,444,17.55,"Critical","Mei"
"28403","ID-2016-VF217157-42492","2016-05-02","2016-05-08","Standard Class","VF-217157","Vicky Freymann","Home Office",,"Sydney","New South Wales","Australia","OFF-ST-5697","Rogers Folders, Wire Frame","Storage","Office Supplies",80352,3,0.1,-3618,4.87,"Medium","Mei"
"48693","CA-2016-HK489023-42492","2016-05-02","2016-05-06","Standard Class","HK-489023","Heather Kirkland","Corporate",,"London","Ontario","Canada","TEC-PH-3128","Apple Audio Dock, Full Size","Phones","Technology",33636,2,0,3024,8.59,"Medium","Mei"
"50233","NI-2016-AG33095-42493","2016-05-03","2016-05-08","Standard Class","AG-33095","Alex Grayson","Consumer",,"Lagos","Lagos","Nigeria","OFF-AR-3539","Boston Markers, Fluorescent","Art","Office Supplies",8289,1,0.7,-15201,1.51,"Medium","Mei"
"50221","IZ-2016-BD172561-42493","2016-05-03","2016-05-07","Second Class","BD-172561","Bruce Degenhardt","Consumer",,"Baghdad","Baghdad","Iraq","OFF-AP-4967","KitchenAid Stove, White","Appliances","Office Supplies",56829,1,0,13638,79.43,"High","Mei"
"48354","TU-2016-AG765134-42494","2016-05-04","2016-05-11","Standard Class","AG-765134","Anthony Garverick","Home Office",,"Bursa","Bursa","Turkey","OFF-ST-6282","Tenex Trays, Industrial","Storage","Office Supplies",43752,2,0.6,-54708,2.12,"Low","Mei"
"25883","IN-2016-TC214757-42495","2016-05-05","2016-05-09","Standard Class","TC-214757","Tony Chapman","Home Office",,"Melbourne","Victoria","Australia","TEC-PH-5337","Nokia Audio Dock, VoIP","Phones","Technology",750735,5,0.1,175035,70.73,"Medium","Mei"
"25882","IN-2016-TC214757-42495","2016-05-05","2016-05-09","Standard Class","TC-214757","Tony Chapman","Home Office",,"Melbourne","Victoria","Australia","OFF-SU-6176","Stiletto Shears, Easy Grip","Supplies","Office Supplies",89478,2,0.1,21858,7.03,"Medium","Mei"
"25884","IN-2016-TC214757-42495","2016-05-05","2016-05-09","Standard Class","TC-214757","Tony Chapman","Home Office",,"Melbourne","Victoria","Australia","OFF-AR-5910","Sanford Highlighters, Blue","Art","Office Supplies",8505,6,0.1,1881,9.48,"Medium","Mei"
"29489","IN-2016-BT116807-42495","2016-05-05","2016-05-07","Second Class","BT-116807","Brian Thompson","Consumer",,"Orange","New South Wales","Australia","TEC-CO-5999","Sharp Fax Machine, High-Speed","Copiers","Technology",52893,2,0.1,18801,48.95,"Medium","Mei"
"29488","IN-2016-BT116807-42495","2016-05-05","2016-05-07","Second Class","BT-116807","Brian Thompson","Consumer",,"Orange","New South Wales","Australia","OFF-PA-4472","Green Bar Memo Slips, Premium","Paper","Office Supplies",3051,2,0.1,843,1.08,"Medium","Mei"
"49191","CA-2016-DW348023-42496","2016-05-06","2016-05-12","Standard Class","DW-348023","Dianna Wilson","Home Office",,"Toronto","Ontario","Canada","OFF-AR-6119","Stanley Pencil Sharpener, Fluorescent","Art","Office Supplies",4956,2,0,1584,4.29,"Low","Mei"
"16487","ES-2016-DB133608-42496","2016-05-06","2016-05-11","Standard Class","DB-133608","Dennis Bolton","Home Office",,"Vienna","Vienna","Austria","TEC-AC-5117","Logitech Keyboard, Programmable","Accessories","Technology",1479,2,0,1476,6.14,"Medium","Mei"
"23486","IN-2016-TB215207-42497","2016-05-07","2016-05-12","Standard Class","TB-215207","Tracy Blumstein","Consumer",,"Brisbane","Queensland","Australia","OFF-AR-5918","Sanford Markers, Easy-Erase","Art","Office Supplies",254016,12,0.1,76176,32.26,"High","Mei"
"28696","IN-2016-RA199457-42497","2016-05-07","2016-05-09","Second Class","RA-199457","Ryan Akin","Consumer",,"Mildura","Victoria","Australia","TEC-AC-5195","Memorex Flash Drive, Programmable","Accessories","Technology",8343,3,0.1,1296,15.37,"High","Mei"
"21650","IN-2016-AB102557-42497","2016-05-07","2016-05-12","Second Class","AB-102557","Alejandro Ballentine","Home Office",,"Gold Coast","Queensland","Australia","OFF-SU-4320","Fiskars Shears, High Speed","Supplies","Office Supplies",128628,3,0.1,32868,15.69,"Medium","Mei"
"43787","GH-2016-BS136549-42497","2016-05-07","2016-05-11","Standard Class","BS-136549","Bill Shonely","Corporate",,"Accra","Greater Accra","Ghana","TEC-AC-3379","Belkin Flash Drive, Erganomic","Accessories","Technology",795,2,0,234,7.02,"High","Mei"
"28697","IN-2016-RA199457-42497","2016-05-07","2016-05-09","Second Class","RA-199457","Ryan Akin","Consumer",,"Mildura","Victoria","Australia","OFF-FA-5481","OIC Staples, Assorted Sizes","Fasteners","Office Supplies",71199,9,0.1,-6561,8.7,"High","Mei"
"21649","IN-2016-AB102557-42497","2016-05-07","2016-05-12","Second Class","AB-102557","Alejandro Ballentine","Home Office",,"Gold Coast","Queensland","Australia","OFF-LA-5402","Novimex Shipping Labels, 5000 Label Set","Labels","Office Supplies",112563,11,0.1,48543,16.2,"Medium","Mei"
"43788","GH-2016-BS136549-42497","2016-05-07","2016-05-11","Standard Class","BS-136549","Bill Shonely","Corporate",,"Accra","Greater Accra","Ghana","OFF-EN-5033","Kraft Mailers, Recycled","Envelopes","Office Supplies",3645,10,0,1239,29.64,"High","Mei"
"43789","GH-2016-BS136549-42497","2016-05-07","2016-05-11","Standard Class","BS-136549","Bill Shonely","Corporate",,"Accra","Greater Accra","Ghana","FUR-CH-4699","Hon Steel Folding Chair, Red","Chairs","Furniture",16284,2,0,765,34.31,"High","Mei"
"21647","IN-2016-AB102557-42497","2016-05-07","2016-05-12","Second Class","AB-102557","Alejandro Ballentine","Home Office",,"Gold Coast","Queensland","Australia","TEC-PH-5247","Motorola Audio Dock, Full Size","Phones","Technology",314388,2,0.1,48888,12.93,"Medium","Mei"
"21648","IN-2016-AB102557-42497","2016-05-07","2016-05-12","Second Class","AB-102557","Alejandro Ballentine","Home Office",,"Gold Coast","Queensland","Australia","TEC-AC-5889","SanDisk Numeric Keypad, USB","Accessories","Technology",95688,2,0.1,20148,12.71,"Medium","Mei"
"48992","KZ-2016-MG820568-42497","2016-05-07","2016-05-14","Standard Class","MG-820568","Mitch Gastineau","Corporate",,"Almaty","Almaty City","Kazakhstan","TEC-MA-6139","StarTech Card Printer, Wireless","Machines","Technology",4905,1,0.7,-7032,2.56,"Medium","Mei"
"31121","IN-2016-TG213107-42498","2016-05-08","2016-05-12","Standard Class","TG-213107","Toby Gnade","Consumer",,"Canberra","Australian Capital Territory","Australia","OFF-BI-4809","Ibico Binder Covers, Economy","Binders","Office Supplies",819,6,0,2196,7.4,"High","Mei"
"31123","IN-2016-TG213107-42498","2016-05-08","2016-05-12","Standard Class","TG-213107","Toby Gnade","Consumer",,"Canberra","Australian Capital Territory","Australia","FUR-CH-5796","SAFCO Rocking Chair, Set of Two","Chairs","Furniture",27432,2,0,6306,34.12,"High","Mei"
"47277","MZ-2016-BM157587-42498","2016-05-08","2016-05-13","Standard Class","BM-157587","Brendan Murry","Corporate",,"Matola","Maputo","Mozambique","OFF-LA-3323","Avery Shipping Labels, Laser Printer Compatible","Labels","Office Supplies",474,4,0,66,1.54,"Medium","Mei"
"42858","TU-2016-AW840134-42498","2016-05-08","2016-05-10","Second Class","AW-840134","Anthony Witt","Consumer",,"Eskisehir","Eskisehir","Turkey","FUR-BO-3640","Bush Library with Doors, Mobile","Bookcases","Furniture",146736,1,0.6,-102744,12.78,"Medium","Mei"
"31122","IN-2016-TG213107-42498","2016-05-08","2016-05-12","Standard Class","TG-213107","Toby Gnade","Consumer",,"Canberra","Australian Capital Territory","Australia","FUR-BO-5788","Safco Library with Doors, Traditional","Bookcases","Furniture",77958,2,0,20268,85.48,"High","Mei"
"42856","TU-2016-AW840134-42498","2016-05-08","2016-05-10","Second Class","AW-840134","Anthony Witt","Consumer",,"Eskisehir","Eskisehir","Turkey","FUR-FU-3930","Deflect-O Clock, Durable","Furnishings","Furniture",18936,1,0.6,-13284,2.17,"Medium","Mei"
"44231","NI-2016-PJ901595-42498","2016-05-08","2016-05-14","Standard Class","PJ-901595","Pauline Johnson","Consumer",,"Benin City","Edo","Nigeria","FUR-CH-5441","Office Star Executive Leather Armchair, Adjustable","Chairs","Furniture",281952,2,0.7,-554508,25.69,"Medium","Mei"
"20831","IN-2016-BF112157-42498","2016-05-08","2016-05-12","Standard Class","BF-112157","Benjamin Farhat","Home Office",,"Dubbo","New South Wales","Australia","OFF-AR-5905","Sanford Canvas, Water Color","Art","Office Supplies",9666,2,0.1,2466,3.72,"Medium","Mei"
"42857","TU-2016-AW840134-42498","2016-05-08","2016-05-10","Second Class","AW-840134","Anthony Witt","Consumer",,"Eskisehir","Eskisehir","Turkey","OFF-AR-3448","BIC Canvas, Easy-Erase","Art","Office Supplies",21588,1,0.6,-14052,2.9,"Medium","Mei"
"24168","ID-2016-SC203807-42499","2016-05-09","2016-05-12","First Class","SC-203807","Shahid Collister","Consumer",,"Canberra","Australian Capital Territory","Australia","OFF-LA-3317","Avery Round Labels, Laser Printer Compatible","Labels","Office Supplies",12852,3,0.4,-648,1.79,"Critical","Mei"
"50139","IZ-2016-IL510061-42499","2016-05-09","2016-05-12","Second Class","IL-510061","Ivan Liston","Consumer",,"Al Hillah","Babil","Iraq","OFF-FA-3057","Advantus Push Pins, Metal","Fasteners","Office Supplies",1455,1,0,57,1.6,"High","Mei"
"31029","IN-2016-CD119807-42499","2016-05-09","2016-05-14","Standard Class","CD-119807","Carol Darley","Consumer",,"Canberra","Australian Capital Territory","Australia","OFF-AR-3554","Boston Sketch Pad, Fluorescent","Art","Office Supplies",9972,2,0,2292,4.33,"Medium","Mei"
"45073","MO-2016-JR567086-42499","2016-05-09","2016-05-13","Standard Class","JR-567086","Jim Radford","Consumer",,"Casablanca","Grand Casablanca","Morocco","TEC-AC-4178","Enermax Numeric Keypad, Bluetooth","Accessories","Technology",11466,2,0,4698,6.94,"Medium","Mei"
"23306","IN-2016-SC208457-42499","2016-05-09","2016-05-09","Same Day","SC-208457","Sung Chung","Consumer",,"Brisbane","Queensland","Australia","OFF-AR-5902","Sanford Canvas, Blue","Art","Office Supplies",90936,2,0.1,16116,9.59,"Medium","Mei"
"50138","IZ-2016-IL510061-42499","2016-05-09","2016-05-12","Second Class","IL-510061","Ivan Liston","Consumer",,"Al Hillah","Babil","Iraq","OFF-AR-6120","Stanley Pencil Sharpener, Water Color","Art","Office Supplies",2796,1,0,111,3.45,"High","Mei"
"45074","MO-2016-JR567086-42499","2016-05-09","2016-05-13","Standard Class","JR-567086","Jim Radford","Consumer",,"Casablanca","Grand Casablanca","Morocco","OFF-EN-5026","Kraft Clasp Envelope, Security-Tint","Envelopes","Office Supplies",114,1,0,261,1.34,"Medium","Mei"
"31028","IN-2016-CD119807-42499","2016-05-09","2016-05-14","Standard Class","CD-119807","Carol Darley","Consumer",,"Canberra","Australian Capital Territory","Australia","OFF-BI-6369","Wilson Jones 3-Hole Punch, Clear","Binders","Office Supplies",1098,4,0,1752,8.45,"Medium","Mei"
"21988","ID-2016-MY182957-42499","2016-05-09","2016-05-11","Second Class","MY-182957","Muhammed Yedwab","Corporate",,"Canberra","Australian Capital Territory","Australia","TEC-CO-3678","Canon Copy Machine, Color","Copiers","Technology",316296,2,0.4,-210864,86.25,"Critical","Mei"
"21989","ID-2016-MY182957-42499","2016-05-09","2016-05-11","Second Class","MY-182957","Muhammed Yedwab","Corporate",,"Canberra","Australian Capital Territory","Australia","OFF-EN-4436","GlobeWeis Clasp Envelope, Security-Tint","Envelopes","Office Supplies",1476,2,0.4,-714,3,"Critical","Mei"
"24167","ID-2016-SC203807-42499","2016-05-09","2016-05-12","First Class","SC-203807","Shahid Collister","Consumer",,"Canberra","Australian Capital Territory","Australia","OFF-BI-3738","Cardinal Index Tab, Durable","Binders","Office Supplies",27432,6,0.4,-3348,3.86,"Critical","Mei"
"50141","IZ-2016-IL510061-42499","2016-05-09","2016-05-12","Second Class","IL-510061","Ivan Liston","Consumer",,"Al Hillah","Babil","Iraq","OFF-AR-5923","Sanford Pencil Sharpener, Water Color","Art","Office Supplies",5802,2,0,636,8.76,"High","Mei"
"50140","IZ-2016-IL510061-42499","2016-05-09","2016-05-12","Second Class","IL-510061","Ivan Liston","Consumer",,"Al Hillah","Babil","Iraq","TEC-AC-5115","Logitech Keyboard, Bluetooth","Accessories","Technology",1449,2,0,1446,24.81,"High","Mei"
"48428","LH-2016-BG103575-42500","2016-05-10","2016-05-13","First Class","BG-103575","Barry Gonzalez","Consumer",,"Panevezys","Panevezys","Lithuania","OFF-ST-4268","Fellowes Lockers, Single Width","Storage","Office Supplies",124416,2,0.7,-219804,27.29,"Critical","Mei"
"43091","TU-2016-AH690134-42500","2016-05-10","2016-05-15","Standard Class","AH-690134","Anna HÃ¤berlin","Corporate",,"Beykoz","Istanbul","Turkey","OFF-ST-6228","Tenex Box, Blue","Storage","Office Supplies",132,2,0.6,-1158,1.42,"Medium","Mei"
"49030","IR-2016-HJ487560-42500","2016-05-10","2016-05-11","First Class","HJ-487560","Heather Jas","Home Office",,"Qazvin","Qazvin","Iran","TEC-CO-6000","Sharp Fax Machine, Laser","Copiers","Technology",29565,1,0,2658,25.66,"Medium","Mei"
"31130","ID-2016-JM155357-42500","2016-05-10","2016-05-13","First Class","JM-155357","Jessica Myrick","Consumer",,"Ballarat","Victoria","Australia","OFF-SU-2994","Acme Shears, High Speed","Supplies","Office Supplies",119808,4,0.4,-10032,21.78,"Medium","Mei"
"31129","ID-2016-JM155357-42500","2016-05-10","2016-05-13","First Class","JM-155357","Jessica Myrick","Consumer",,"Ballarat","Victoria","Australia","OFF-FA-6185","Stockwell Clamps, Assorted Sizes","Fasteners","Office Supplies",39096,4,0.4,-8544,6.09,"Medium","Mei"
"31128","ID-2016-JM155357-42500","2016-05-10","2016-05-13","First Class","JM-155357","Jessica Myrick","Consumer",,"Ballarat","Victoria","Australia","TEC-PH-3135","Apple Headset, with Caller ID","Phones","Technology",87912,2,0.4,-38148,8.51,"Medium","Mei"
"23536","IN-2016-PT190907-42501","2016-05-11","2016-05-15","Standard Class","PT-190907","Pete Takahito","Consumer",,"Bunbury","Western Australia","Australia","OFF-PA-4467","Green Bar Computer Printout Paper, Multicolor","Paper","Office Supplies",28053,1,0.1,3723,1.99,"Medium","Mei"
"23535","IN-2016-PT190907-42501","2016-05-11","2016-05-15","Standard Class","PT-190907","Pete Takahito","Consumer",,"Bunbury","Western Australia","Australia","OFF-LA-4696","Hon Shipping Labels, Laser Printer Compatible","Labels","Office Supplies",10233,1,0.1,4533,1.83,"Medium","Mei"
"48578","NI-2016-MT781595-42503","2016-05-13","2016-05-18","Second Class","MT-781595","Meg Tillman","Consumer",,"Lagos","Lagos","Nigeria","FUR-BO-5763","Safco Classic Bookcase, Traditional","Bookcases","Furniture",26289,2,0.7,-38559,13.28,"Medium","Mei"
"22555","ID-2016-LD170057-42503","2016-05-13","2016-05-18","Standard Class","LD-170057","Lisa DeCherney","Consumer",,"Canberra","Australian Capital Territory","Australia","FUR-CH-5752","SAFCO Bag Chairs, Red","Chairs","Furniture",266976,9,0.4,-80244,28.88,"Medium","Mei"
"45672","HU-2016-JF519057-42503","2016-05-13","2016-05-17","Standard Class","JF-519057","Jamie Frazer","Consumer",,"Budapest","Budapest","Hungary","OFF-ST-6026","Smead Box, Wire Frame","Storage","Office Supplies",984,1,0,165,1.5,"High","Mei"
"22556","ID-2016-LD170057-42503","2016-05-13","2016-05-18","Standard Class","LD-170057","Lisa DeCherney","Consumer",,"Canberra","Australian Capital Territory","Australia","TEC-AC-4178","Enermax Numeric Keypad, Bluetooth","Accessories","Technology",68796,2,0.4,-41304,3.81,"Medium","Mei"
"44391","NI-2016-HZ495095-42503","2016-05-13","2016-05-19","Standard Class","HZ-495095","Henia Zydlo","Consumer",,"Benin City","Edo","Nigeria","FUR-CH-5800","SAFCO Steel Folding Chair, Adjustable","Chairs","Furniture",2646,1,0.7,-5382,1.94,"Medium","Mei"
"27687","IN-2016-AH104657-42504","2016-05-14","2016-05-19","Standard Class","AH-104657","Amy Hunt","Consumer",,"Brisbane","Queensland","Australia","OFF-LA-3300","Avery Legal Exhibit Labels, Laser Printer Compatible","Labels","Office Supplies",20412,2,0.1,672,1.99,"Medium","Mei"
"27689","IN-2016-AH104657-42504","2016-05-14","2016-05-19","Standard Class","AH-104657","Amy Hunt","Consumer",,"Brisbane","Queensland","Australia","FUR-CH-5794","SAFCO Rocking Chair, Black","Chairs","Furniture",476928,4,0.1,-31872,41.03,"Medium","Mei"
"48570","IR-2016-HF499560-42504","2016-05-14","2016-05-20","Standard Class","HF-499560","Herbert Flentye","Consumer",,"Qom","Qom","Iran","OFF-EN-4446","GlobeWeis Mailers, with clear poly window","Envelopes","Office Supplies",4209,1,0,798,3.48,"Medium","Mei"
"48569","IR-2016-HF499560-42504","2016-05-14","2016-05-20","Standard Class","HF-499560","Herbert Flentye","Consumer",,"Qom","Qom","Iran","OFF-FA-3072","Advantus Thumb Tacks, 12 Pack","Fasteners","Office Supplies",1302,1,0,51,1.86,"Medium","Mei"
"27688","IN-2016-AH104657-42504","2016-05-14","2016-05-19","Standard Class","AH-104657","Amy Hunt","Consumer",,"Brisbane","Queensland","Australia","OFF-AP-4733","Hoover Microwave, White","Appliances","Office Supplies",828306,3,0.1,331236,50.42,"Medium","Mei"
"23691","IN-2016-JS160307-42505","2016-05-15","2016-05-19","Standard Class","JS-160307","Joy Smith","Consumer",,"Newcastle","New South Wales","Australia","OFF-ST-5710","Rogers Trays, Industrial","Storage","Office Supplies",111888,2,0.1,29808,15.06,"High","Mei"
"26394","IN-2016-JL158357-42505","2016-05-15","2016-05-18","Second Class","JL-158357","John Lee","Consumer",,"Cairns","Queensland","Australia","OFF-LA-5404","Novimex Shipping Labels, Alphabetical","Labels","Office Supplies",1296,2,0.4,-414,2.03,"Critical","Mei"
"50457","CA-2016-PO918023-42505","2016-05-15","2016-05-17","First Class","PO-918023","Philisse Overcash","Home Office",,"Mississauga","Ontario","Canada","OFF-BI-2917","Acco Index Tab, Clear","Binders","Office Supplies",3216,4,0,1344,3.81,"High","Mei"
"48588","MO-2016-DL331586-42505","2016-05-15","2016-05-20","Second Class","DL-331586","Delfina Latchford","Consumer",,"Mohammedia","Grand Casablanca","Morocco","OFF-AR-5926","Sanford Pens, Fluorescent","Art","Office Supplies",1236,1,0,345,1.23,"Medium","Mei"
"23690","IN-2016-JS160307-42505","2016-05-15","2016-05-19","Standard Class","JS-160307","Joy Smith","Consumer",,"Newcastle","New South Wales","Australia","OFF-PA-4003","Eaton Note Cards, Multicolor","Paper","Office Supplies",221184,8,0.1,36864,12.57,"High","Mei"
"26395","IN-2016-JL158357-42505","2016-05-15","2016-05-18","Second Class","JL-158357","John Lee","Consumer",,"Cairns","Queensland","Australia","FUR-FU-4101","Eldon Stacking Tray, Black","Furnishings","Furniture",1323,7,0.4,651,27.87,"Critical","Mei"
"23692","IN-2016-JS160307-42505","2016-05-15","2016-05-19","Standard Class","JS-160307","Joy Smith","Consumer",,"Newcastle","New South Wales","Australia","FUR-BO-5971","Sauder Stackable Bookrack, Mobile","Bookcases","Furniture",924966,7,0.1,61656,79.61,"High","Mei"
"47799","DJ-2016-CS240035-42506","2016-05-16","2016-05-16","Same Day","CS-240035","Christopher Schild","Home Office",,"Djibouti","Djibouti","Djibouti","FUR-BO-3896","Dania Corner Shelving, Traditional","Bookcases","Furniture",24414,2,0,8298,32.54,"High","Mei"
"26902","ID-2016-ML177557-42506","2016-05-16","2016-05-20","Second Class","ML-177557","Max Ludwig","Home Office",,"Maryborough","Queensland","Australia","FUR-BO-5763","Safco Classic Bookcase, Traditional","Bookcases","Furniture",78867,2,0.1,-6135,71.21,"High","Mei"
"26898","ID-2016-ML177557-42506","2016-05-16","2016-05-20","Second Class","ML-177557","Max Ludwig","Home Office",,"Maryborough","Queensland","Australia","TEC-CO-3696","Canon Ink, High-Speed","Copiers","Technology",392445,3,0.1,-39285,33.38,"High","Mei"
"26900","ID-2016-ML177557-42506","2016-05-16","2016-05-20","Second Class","ML-177557","Max Ludwig","Home Office",,"Maryborough","Queensland","Australia","TEC-AC-4152","Enermax Flash Drive, Erganomic","Accessories","Technology",212382,6,0.1,75402,28.72,"High","Mei"
"26901","ID-2016-ML177557-42506","2016-05-16","2016-05-20","Second Class","ML-177557","Max Ludwig","Home Office",,"Maryborough","Queensland","Australia","FUR-BO-3647","Bush Stackable Bookrack, Pine","Bookcases","Furniture",224748,2,0.1,64908,17.48,"High","Mei"
"30269","ID-2016-EH137657-42506","2016-05-16","2016-05-22","Standard Class","EH-137657","Edward Hooks","Corporate",,"Canberra","Australian Capital Territory","Australia","OFF-EN-3671","Cameo Manila Envelope, Set of 50","Envelopes","Office Supplies",486,3,0.4,-486,4.03,"Medium","Mei"
"26899","ID-2016-ML177557-42506","2016-05-16","2016-05-20","Second Class","ML-177557","Max Ludwig","Home Office",,"Maryborough","Queensland","Australia","OFF-BI-3188","Avery 3-Hole Punch, Economy","Binders","Office Supplies",50166,2,0.1,11106,6.14,"High","Mei"
"47797","DJ-2016-CS240035-42506","2016-05-16","2016-05-16","Same Day","CS-240035","Christopher Schild","Home Office",,"Djibouti","Djibouti","Djibouti","FUR-CH-5435","Office Star Bag Chairs, Red","Chairs","Furniture",33264,6,0,6642,74.3,"High","Mei"
